"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Paraguay","PRY","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","50","32","35","","","","34","36","","44","71","","","","","","","211","253","171","173","187","241","364","295","265","246","347","","","","",
"Paraguay","PRY","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","5","10","7","","","","6","16","","20","30","","","","","","","11","12","11","12","18","24","21","37","13","15","18","","","","",
"Paraguay","PRY","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","1492","2507","2154","1429","937","","","","4006","","","4550","3461","","","","","","","8004","6297","5858","5743","5749","6774","6426","7356","8506","7531","8962","","","","",
"Paraguay","PRY","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","1211","1369","1267","936","1917","","","","3897","","","5296","5958","","","","","","","5949","6004","5838","6877","8158","8890","8434","9363","11526","10904","13140","","","","",
"Paraguay","PRY","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","2703","3876","3421","2365","2854","","","","7903","","","9846","9419","","","","","","","13953","12301","11696","12620","13907","15664","14860","16719","20032","18435","22102","","","","",
"Paraguay","PRY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.0669097900391","81.6675109863281","80.6708526611328","85.4603500366211","71.0006713867188","","","74.7273330688477","","","48.2268905639648","","","",
"Paraguay","PRY","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0186901092529","","","",
"Paraguay","PRY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84511","186033","703480","1060915","1026716","1868969","3709801","2249088","3768044","4885660","3209573","4826728","6673026","4557696","9373646","13110697","16295134","24251942","23553508","27103631","37259224","31881008","43141808","44242818","57084945","",
"Paraguay","PRY","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.101805848870156","0.195469096674464","0.845767948412435","1.06258204246314","0.848481007965515","1.073186713882","2.09559987580956","1.2699837306147","2.17716869716574","3.54934793120112","2.84674299430444","2.94119530685522","4.13118993531398","3.23209426396975","5.66242075188491","6.74638545851368","7.15638744421863","8.2907128526615","6.43825980463729","6.53840363782587","10.9678842533597","6.59016625440534","7.30268132251467","6.93866518600215","7.48866140664297","",
"Pacific island small states","PSS","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1829847.99163","1926781.8534","2717755.56458","3863539.82879","2537685.77972","1751018.53639","3750364.6477","4681914.3824","3748750.8337","",
"Pacific island small states","PSS","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57932.9522632474","434596.51708","346157.614219754","433545.21849","786984.96479","806828.26645","456173.1162","454626.2987","1341556.391586","",
"Pacific island small states","PSS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","37","35","28","18","21","26","27","34","23","22.7","17","25.2","19.2","30.4","24.2","22.7","21.2","26.8","36.6","33.4","40.8","44.3","37.9","41.6","28.1","35.7","","","",
"Pacific island small states","PSS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","681","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0506890913411491","12.2660929168274","1.8837678662389","9.54307549627599","0.903471073030528","1.30184700430311","","","","","","0.327897429150277","2.26947066212749","1.31844406758282","1.14992511342958","1.06761830388592","3.54129756366812","2.74359679908026","3.78296646454578","2.87767738723254","3.96066342521497","13.0267327218887","21.7962198797563","3.04114605897522","4.09281341690492","",
"French Polynesia","PYF","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1486368.219","1577287.841","731320.1793","1722481.01","2833258.433","3268450.686","3759354.665","3509051.641","","",
"French Polynesia","PYF","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","515991.6899","271361.7453","178321.256","288696.8863","334385.5752","196114.0018","386120.8649","376557.1455","","",
"French Polynesia","PYF","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29113911","30696468","41909151","30125520","17951748","21992515","5328772","4375644","18350872","23458417","18434304","3294114","28488491","11149418","5891124","17870700","2278947","8677315","",
"French Polynesia","PYF","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1838246339651","15.6160474173623","17.8483480616774","13.2076803424571","8.13634578573545","13.7492679148916","3.7336401724193","3.4735363542894","11.980678740641","13.15453218626","11.6827155065496","2.3267961688529","16.0231977122499","9.11251151434104","4.74515230389935","15.796913989093","2.4798327994514","7.81487754030701","",
"Qatar","QAT","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","17","20","30","33","24","35","37","32","36","23.5","28.2","22.2","28.5","22.8","17.3","20.7","12.8","20.9","48.1","39","42.1","48.3","59.9","64.2","104.4","111.3","","","",
"Qatar","QAT","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","323","",
"Qatar","QAT","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","9","",
"Qatar","QAT","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","3469","722","626","742","538","469","597","682","664","","","","","","","","","","","","","","","","","","","","","","6387","6288","7182","",
"Qatar","QAT","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","20","17","20","10","4","15","9","25","57","","","","","","","","","","","","","","","","","","","","","","656","485","797","",
"Qatar","QAT","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","3489","739","646","752","542","484","606","707","721","","","","","","","","","","","","","","","","","","","","","","7043","6773","7979","",
"Qatar","QAT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15658","17999","5137","0","25483","13575","","0","76754","549","76581","1635","24352","457078","100488","312176","2667716","306004","860597","5348884","2555790","3993324","","",
"Qatar","QAT","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00352051338033638","0.00344910927131533","0.000974249848241668","0","0.0041883479650102","0.00242072022673363","","0","0.0112192600183385","7.36101623020413E-05","0.00962557531386551","0.000194749544884905","0.0024670688328586","0.0203203584501308","0.00711141321391372","0.0132224413645404","0.0753437094550834","0.00831299458338249","0.0244877591511011","0.133374418798174","0.0446956339183355","","","",
"Romania","ROU","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173070000","235740000","248000000","346000000","368000000","444000000","483000000","454000000","864000000","",
"Romania","ROU","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48010000","35440000","41000000","240000000","193000000","461000000","247000000","346000000","119000000","",
"Romania","ROU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.705429971218109","0.579219996929169","0.490480005741119","0.402359992265701","0.365750014781952","0.389450013637543","0.377840012311935","0.386000007390976","0.385199993848801","0.4096400141716","0.454320013523102","0.523389995098114","0.579110026359558","0.470310002565384","0.460860013961792","0.500590026378632","0.488979995250702","","",
"Romania","ROU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","562","476","393","513","377","395","568","507","675","678","823.5","916.9","847","917.2","970.9","926.9","965.2","874.9","938","887.8","1014.8","1252.3","1397.9","1366.9","1544.9","1625.9","","","",
"Romania","ROU","Patent applications, nonresidents","IP.PAT.NRES","","","","237","240","401","725","1043","1140","1366","1261","1318","1380","1215","1325","1126","","853","780","869","726","681","638","487","457","379","225","291","181","191","304","361","420","628","500","421","636","722","894","330","287","277","363","293","200","68","62","59","36","37","36","39","55","53","",
"Romania","ROU","Patent applications, residents","IP.PAT.RESD","","","","1138","13","21","1322","1658","1993","1976","55","2479","2732","2557","2521","2173","3625","3056","2568","2751","2569","2481","2724","3108","3446","4201","4394","4821","5615","5868","2752","2015","1457","1414","1633","1811","1831","1708","1299","1061","1003","1128","1478","881","937","916","814","827","995","1054","1382","1424","1022","993","",
"Romania","ROU","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","265","481","258","351","338","357","314","266","257","215","205","191","192","143","170","151","118","2042","2095","2126","2190","2151","4333","4807","6771","4216","3974","4286","5982","6430","6831","6440","7094","7247","6485","7168","7324","9870","9876","6543","5262","3928","3210","3087","2778","2929","",
"Romania","ROU","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","1335","471","324","115","187","142","193","289","118","280","500","632","363","184","202","269","268","254","263","351","511","544","654","1348","976","1115","2767","3114","3037","4369","4039","2625","4241","5374","6026","6840","10298","11121","12720","10988","10316","9049","8753","8389","7741","8861","",
"Romania","ROU","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","1600","952","582","466","525","499","507","555","375","495","705","823","555","327","372","420","386","2296","2358","2477","2701","2695","4987","6155","7747","5331","6741","7400","9019","10799","10870","9065","11335","12621","12511","14008","17622","20991","22596","17531","15578","12977","11963","11476","10519","11790","",
"Romania","ROU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1326.63842773438","1251.5068359375","1216.75415039063","1043.94323730469","914.582641601563","884.173828125","911.748229980469","944.301635742188","959.330444335938","1038.20043945313","862.027954101563","854.290222167969","882.95166015625","879.419799804688","904.787963867188","737.312622070313","828.141296386719","","",
"Romania","ROU","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","606.647155761719","533.247314453125","509.422332763672","393.285461425781","289.525543212891","266.785095214844","289.264099121094","244.757217407227","249.343765258789","226.018188476563","203.757843017578","198.083786010742","210.334991455078","182.126739501953","143.585906982422","235.316436767578","234.201812744141","","",
"Romania","ROU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210895000","140186000","48561819","46199496","39460188","74538000","79015000","76790000","79795000","120868007","236571000","470274000","566746000","427421992","576961184","719984879","847478378","1236505248","1117736473","2535246888","2923197033","4248559713","4966343987","2860651841","2857606634","",
"Romania","ROU","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85082158365157","3.28632695681475","1.52979098478155","1.44769225555602","1.06551601278377","1.61873316418046","1.28868459077696","1.23693738548149","1.2056730492055","1.80612774344681","3.54543345760789","5.87019285287008","6.14251539360229","3.80073674826586","3.96817712469605","3.72474565997035","3.84222259067828","4.82748591683237","3.47980265968192","6.68740277928491","9.10875720138769","10.9467792219552","10.1835860160158","6.3750830349546","5.71952223044771","",
"Russian Federation","RUS","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1532870000","1940750000","2703970000","4480510000","3987050000","4841800000","5830320000","7629280000","8388860000","",
"Russian Federation","RUS","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256340000","273290000","351530000","406370000","380760000","386220000","555780000","664200000","737890000","",
"Russian Federation","RUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.965929985046387","1.04374003410339","0.953840017318726","0.996240019798279","1.04983997344971","1.17693996429443","1.24782001972198","1.28603005409241","1.15132999420166","1.06797003746033","1.07293999195099","1.11610996723175","1.04435002803802","1.2519199848175","1.13020002841949","1.09396004676819","1.11802005767822","","",
"Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","0","","","","0","0","0","","","","","817","19659","21612","18603.5","18553.3","18133.4","17165.6","17145.4","17180.1","15657.9","15847.2","15147.8","14921.8","14424.5","13561.6","13953.7","13970.2","14057.2","13500.4","14150.9","","","",
"Russian Federation","RUS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11850","3974","4495","6893","7980","8123","8299","7944","8960","9313","9596","9901","7205","8609","9807","11934","14137","12966","13778","14919","15510","16149","",
"Russian Federation","RUS","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39494","28503","21250","17551","18014","15106","16454","19900","23377","24777","23712","24969","22985","23644","27884","27505","27712","25598","28722","26495","28701","28765","",
"Russian Federation","RUS","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11200","7892","9456","9574","11090","11674","13036","10719","12476","13295","14215","14447","17040","20762","23278","25844","27141","22741","24121","26089","27843","29439","",
"Russian Federation","RUS","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9312","18028","14419","11829","13513","15998","15583","18254","30338","39801","29279","20644","23571","26460","29589","31502","30024","26448","32735","33252","34851","34623","",
"Russian Federation","RUS","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20512","25920","23875","21403","24603","27672","28619","28973","42814","53096","43494","35091","40611","47222","52867","57346","57165","49189","56856","59341","62694","64062","",
"Russian Federation","RUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3788.16552734375","3595.82177734375","3334.07006835938","3374.82299804688","3450.60009765625","3460.19799804688","3380.57495117188","3364.703125","3309.3779296875","3227.73168945313","3231.095703125","3265.35498046875","3140.46704101563","3077.90234375","3078.10498046875","3120.3623046875","3096.11010742188","","",
"Russian Federation","RUS","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","653.22216796875","601.047058105469","565.268859863281","546.579650878906","568.876831054688","574.083984375","573.203247070313","555.730224609375","551.231567382813","515.885986328125","516.821411132813","509.960235595703","485.429016113281","472.914764404297","473.770965576172","491.438293457031","477.978393554688","","",
"Russian Federation","RUS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2228785250","1890655525","2469187457","2277379681","3907958319","3249500846","4664408204","5501366655","5254188367","3820368577","3866054190","4108627496","5071296687","4527431432","5075117239","5443361073","7095069908","8655776675","",
"Russian Federation","RUS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.66453674708806","9.34426991013211","11.9779555590667","12.3368390302914","16.0669301202892","14.0375557885175","19.1567422293919","18.9782319882053","12.924528911798","8.43750973534916","7.77732319167406","6.87840591796636","6.4748509995141","9.22872737838927","9.06634409819973","7.97208557463568","8.37537699848627","10.0059949478426","",
"Rwanda","RWA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","992649.7153","19711.63945","82266.43466","860000","","",
"Rwanda","RWA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1941751.783","140034.6509","35940.82194","30018296.58","","","",
"Rwanda","RWA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","8","11","10","14","8","4","12","13","10","9.6","5.9","5","6.6","2.7","1.4","2.8","2.4","1.3","4.9","5.6","10.4","12.3","8.6","11.7","13.4","22.4","","","",
"Rwanda","RWA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","6","","","9","2","2","2","9","7","6","1","7","3","7","2","3","6","1","1","2","5","1","4","1","2","","3","","","","","4","","","","","","","","","","","","","30","","",
"Rwanda","RWA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","40","","",
"Rwanda","RWA","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","79","","124","96","77","92","55","54","83","90","90","81","87","54","106","71","107","61","","55","122","71","69","64","65","","44","","","","136","124","124","173","130","28","245","187","254","224","","","","","408","103","",
"Rwanda","RWA","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","1","","","3","2","","","9","4","8","1","8","2","15","18","17","","20","22","10","16","9","3","","1","","","","4","5","2","29","17","179","40","21","26","14","","","","","109","","",
"Rwanda","RWA","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","79","","125","96","77","95","57","54","83","99","94","89","88","62","108","86","125","78","","75","144","81","85","73","68","","45","","","","140","129","126","202","147","207","285","208","280","238","","","","","517","103","",
"Rwanda","RWA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1536102294922","11.7002696990967","","","","","",
"Rwanda","RWA","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.117380000650883","0.227929994463921","","","","","",
"Rwanda","RWA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7997","30376","40064","9718","","22904","9272199","492728","680391","956558","651996","1136640","925648","4560864","910453","1308330","1040388","2067994","",
"Rwanda","RWA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.598880870859806","3.09684891341139","2.16697568859244","0.601955146351042","","1.52314172586375","83.6402557540004","27.0041361606323","19.8899257538189","25.9701989335081","16.3165020408265","16.3557867099736","6.88825362877765","11.6387397908226","5.94352737346178","3.3618391467132","2.46894027110387","4.35046212854929","",
"South Asia","SAS","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","785199605.175","956466587.243922","1275544386.97089","1669499985.0445","1973560804.8566","2604610071.6928","3000517994.4785","4177711703.68074","4059089288.00041","",
"South Asia","SAS","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228896171.1096","124263766.8489","206757121.23568","193609863.92919","203739558.12667","137520742.60254","316376376.790433","332716205.772514","452068061.91969","",
"South Asia","SAS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.613107705949009","0.608095856434928","0.617872018758707","0.640842583306033","0.646349049878817","0.652163269125843","0.653329467760939","0.706889986991882","0.728212130822208","0.76709596628461","0.779201322787525","0.773459093695978","0.810192270019872","0.77388676826548","0.774820200257614","0.756481461078675","","","",
"South Asia","SAS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","11725","","","","9586","10284","9484","9344","10229","9700","10042","10639","10371","10500","9967.1","10266.1","10123.9","10478.8","10783.2","10841.4","11380.8","12306.4","13223","14162.5","15531.1","17784.2","19385.6","20372.8","21439.3","22462.4","24249.3","","","",
"South Asia","SAS","Patent applications, nonresidents","IP.PAT.NRES","3782","4515","","4919","6183","6441","6001","5462","5480","5453","3982","3880","3164","3029","3168","2498","2425","2331","2459","2506","2355","2069","2131","","2473","2670","2677","2708","2705","2770","3356","2999","2963","3279","3933","5973","7945","9590","8324","4157","7979","9853","10277","10707","14923","21307","25447","30920","32304","27500","32400","34830","35501","33592","",
"South Asia","SAS","Patent applications, residents","IP.PAT.RESD","721","774","","911","1006","1038","1026","1238","1316","1403","1311","1527","1432","1200","1358","1190","1409","1270","1261","1167","1291","1112","1180","","1081","1050","1041","1052","1083","1108","1225","1358","1374","1319","1698","1715","1749","2080","2378","2418","2393","2616","2914","3635","4255","5063","5952","6585","6856","7519","9258","9172","9723","11229","",
"South Asia","SAS","Trademark applications, direct nonresident","IP.TMK.NRES","","","","2384","2770","2609","2741","2795","2854","3509","2831","2670","2031","2830","6627","1929","2361","2193","2500","3115","","3260","3726","4599","3673","2887","5201","4717","6043","3986","4498","4974","5442","6623","7868","10386","","","","11851","24548","16942","11409","21875","27343","20923","25056","19116","22833","15210","23040","34763","27762","31832","",
"South Asia","SAS","Trademark applications, direct resident","IP.TMK.RESD","","","","7649","7034","7289","7450","7251","8107","8056","7750","8477","7789","8207","9661","9796","11683","11571","13981","14271","","16816","15521","15621","19916","16968","17687","18462","18225","21991","23983","26163","27632","31714","41082","46273","","","","72830","80733","91873","102168","92164","79663","93418","108327","135786","138926","157299","183919","205965","208094","214867","",
"South Asia","SAS","Trademark applications, total","IP.TMK.TOTL","","","","10033","9804","9898","10191","10046","10961","11565","10581","11147","9820","11037","16288","11725","14044","13764","16481","17386","","20076","19247","20220","23589","19855","22888","23179","24268","25977","28481","31137","33074","38337","48950","56659","57051","60254","68182","84681","105281","108815","113577","114039","107006","114341","133383","154902","161759","172509","206959","240728","235856","246699","",
